id,lat,lon,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
0cbd4d60-0dc9-4373-b7ce-eba6c6f0481f,39.124653841995496,53.72338732619107,0.09624249,0.99913764,-1.6346765,-0.8865089,-1.0463762,-0.60444534,1.5356455,0.42688987,1.2972089,-0.41688505,0.08482876,0.21526562,1.4626135,0.116197415,1.5409995,0.06975508,0.9074308,-0.24521945,0.16096663,-0.28309283,-1.1650984,-0.017426137,0.10111314,0.063194536,1.4318749,-0.20704465,0.89921004,-0.7379578,1.1200229,0.9412548,0.035209298,0.48502335,-0.17468551,0.5955115,-0.23988043,0.31670427,1.1273907,1.0514913,-0.13844876,0.83382946,1.5537776,0.386569,-1.1212128,0.9509004,1.347502,-0.054452647,-0.52108043,-0.5703448,-0.49585223,0.26113766,-0.49868336,3.2390635,0.7040535,1.4455115,0.19958413,-0.09387144,-0.9367271,-0.0517358,0.3297621,-0.5250808,-0.13377921,-0.099058665,0.2204987,-2.867302,0.57772464,-0.92450345,1.0075984,0.80867255,-1.0706217,-0.31999856,-1.251926,-1.1273818,1.4597622,0.04078004,-0.040180825,0.9921451,1.3258066,-0.45114896,0.113784544,-0.5044156,2.33867,1.7510653,-1.0782686,2.101868,1.4260151,0.16474208,1.2720685,-0.43793643,-1.0091939,0.29787344,-2.2486587,1.1437697,-0.06114487,-0.74636203,0.53672945,1.1700946,1.2459141,-0.7390355,-0.7283126,1.0035354,0.71565807,-0.19999103,0.3955091,-0.7466653,-1.0304965,-0.65816593,1.1411837,0.3347745,1.348916,1.9716607,-0.9005824,-0.6300407,-1.2172098,-0.35233185,0.17269658,0.6683662,-1.3564519,-0.2516468,-2.5668583,-0.83383286,0.5077386,-0.38818008,0.098222904,0.26790592,-0.39628863,-0.6575704,1.5711958,0.8942715
26d70aff-a9fb-469c-95d0-6765f86ebeb7,-19.912504421489928,145.62695629537444,0.09056039,-1.1809714,0.67492247,-2.4399734,0.111034915,0.36995006,-1.1113936,-0.7122425,-0.51883525,0.6893111,0.23129822,1.7222195,-2.0640388,-0.20332663,1.3682204,0.5845888,-0.5825257,0.021464426,0.31812695,1.2737657,-0.5199663,0.3585776,0.5229811,-1.7818581,-1.8010654,-0.943133,2.5231004,0.46795136,0.32768765,0.32978365,0.44112125,1.3777606,-1.0032407,0.2278387,0.012753096,-1.1680248,0.09414815,0.08383409,0.8556403,1.107135,0.13035618,1.5386677,-0.27041015,0.8116419,0.49063674,-0.512183,0.39328125,-1.4960107,-0.91415435,-0.3977682,0.45436132,-0.8532969,-2.0502326,-2.2745278,0.08640663,-0.7364503,1.0111672,0.5597353,0.18605135,-0.77981263,-0.43714136,-1.1969756,0.5078464,-1.1217346,1.036583,0.34421712,-0.5169695,1.8530552,-0.07489384,-0.15972838,0.1639234,0.5148279,1.1600348,0.011189078,0.37469783,-0.24045093,0.015912961,0.29423368,2.0561018,0.42230368,-0.5005254,-1.0832161,-1.3030759,0.16536002,-0.62317485,-0.89423454,-1.1717833,-0.26993653,-0.6550906,0.3542689,0.8787956,1.149502,0.5265246,0.5315431,0.043027427,0.24752414,0.23475191,1.3305448,0.40098557,-2.070096,-2.0981607,-1.3199129,1.0759279,-0.3374552,1.3406723,0.15220286,0.46734917,0.2985943,1.0082849,0.68426794,0.13906462,-0.74694514,-0.4116777,-2.5051894,-1.1600795,0.4308454,0.5214881,1.7195785,0.18446855,-1.2001522,-1.0429217,-2.1613297,0.34650943,2.222701,-0.28816906,-0.62465936,-1.4583203,-0.730257
8b118e92-07e3-4191-bf0c-78208c5b6242,-83.10128824264623,68.87277837016376,0.3576075,-1.7195443,-0.025989687,-0.338225,2.5538666,-0.73934764,1.3743986,-1.0725216,2.7099392,-0.840853,1.3242413,1.7132683,0.035716765,-1.108122,-0.4085879,0.394231,1.4597372,-2.1298711,0.56821555,-0.53759503,-0.107343294,0.43550497,1.0540985,-0.48840395,0.85973346,-0.12279796,0.74774057,-0.6472761,-2.1389265,-1.1086777,0.7065724,0.6055672,0.5410523,2.2083223,-2.0190754,-0.79122996,-0.47665823,-1.0698916,0.34855917,-0.6912775,-1.2450659,0.10037347,-1.5487849,0.98299193,2.1177683,-2.7466316,1.127942,1.6412499,0.4284178,-0.28445017,0.004508944,-0.29025963,-0.21129028,-1.2117434,0.29952216,0.45361683,-0.6042993,0.43098894,-0.19632031,-0.03286191,-0.63146067,-2.8619618,1.0239689,0.69540286,-0.27042174,0.24426389,1.2865592,1.2750127,1.8519889,-1.7863066,0.28918332,-0.83968604,-1.2964865,-1.211275,0.6967961,0.008258963,1.6078407,0.6937775,0.17535177,-0.43780893,0.44712225,-0.17325197,-0.68933344,-0.53440034,-0.079275765,-0.17137004,0.34777516,0.6117573,-0.30714083,-0.019217521,0.4321645,-0.20074233,-2.5020838,-0.04170937,0.91247237,-0.0077994345,-0.29427716,-0.23262243,-0.78745323,-0.46555972,2.20108,0.7719312,-0.040715024,0.6536427,0.7610522,0.87236154,-0.71651506,-0.36169943,0.14732555,-1.1264963,0.3130671,-0.6801852,0.15236896,-1.484295,-1.7911634,0.81760526,-1.8093151,0.1461583,0.36965597,-1.8440474,-0.57528853,1.0484396,-1.0976778,-0.62924284,-1.6356137,0.7013048,0.5058821,0.36185846
dd26ba07-ab54-456d-9348-20d045b6eccb,23.34403600487562,175.8725635056174,0.97688985,0.1580281,-0.016436959,1.7765678,0.9683597,-0.086766146,0.030877661,-1.2967355,0.863449,-0.9097578,-0.21509679,0.88639843,-0.073823154,-0.17925918,0.17042504,0.16497654,-0.5281826,0.51444966,0.00500765,1.0615658,0.08550885,1.4649267,1.3494978,-0.044219952,-0.6378659,0.053100172,1.558753,-1.0908434,-0.5699954,0.58925337,-0.072759934,-0.9601437,0.980424,0.03095322,-2.0995476,0.26896772,-0.2680482,0.0020191427,-0.42155153,0.29831246,-1.2444347,1.0530124,0.2021941,-2.0927842,0.264753,0.07651961,-0.09482128,3.392414,1.4320928,0.6214316,0.63225126,0.4627672,0.2264695,0.83878165,0.025772793,-1.6011927,-0.35633406,-1.279321,-0.011008166,2.2635746,1.6184723,-0.74128234,0.9703113,-0.6314219,-0.45607698,2.0628934,0.24274574,-1.2292529,-1.4590352,0.50564003,0.21175583,1.0699015,0.5937711,0.536534,-0.7309665,-0.67451435,-0.9386397,-1.7647684,1.2245682,0.5672008,0.84615445,0.3202961,-0.8101979,0.42251784,2.053851,0.82838964,-1.636463,0.1557473,0.06214786,0.47103927,-1.9746592,-1.5151901,0.7132227,1.4194286,-2.5093825,0.68487066,-0.14123452,0.11499588,-0.28986084,0.450946,-0.2682653,-1.7738063,-0.89845645,0.27239606,-0.7369487,-0.32359758,0.7492094,0.30833277,0.21886416,-1.0318586,-1.5118028,0.41501084,-0.2030526,0.21649611,2.1224046,-0.10069015,0.34170085,0.4050688,-0.5200564,1.1281841,-0.12697446,0.3912438,-0.11666386,1.1083126,0.27550197,1.2598351,1.0853903,-0.52093875
3b45eeb6-8f1e-442d-a86b-63c48fae61c9,60.585343069289735,6.3478473090008265,-0.6599454,0.844609,-1.0942949,0.2586222,0.38856176,-0.63797283,-0.554719,0.36663336,-0.00828938,1.3504493,-0.36095437,0.99412465,0.9032618,-0.7671393,-0.9827319,0.8359966,-0.175975,0.6253619,-1.2768283,0.5889656,-0.03472258,0.56192255,0.046712104,-0.83913785,1.677123,-0.44789785,-1.5358341,-1.0493581,-0.83123,-0.61339235,-0.67891794,-0.4574127,-1.1557796,-0.96301347,1.0090839,0.15553638,-0.038203686,1.1637731,-0.06143411,1.2094417,-0.3310674,1.1238021,-1.6270653,0.27197433,-0.5420664,1.0715874,0.18069136,-0.1020009,2.8897097,0.038195837,-0.79821587,0.44493565,2.0073416,-1.466851,0.013999567,0.7400065,1.276539,-0.8895195,-0.4339704,1.5640603,-0.5713483,-0.26435676,0.8457672,1.2772394,0.57104695,1.2283306,-0.09360859,2.70104,0.89517343,0.72817755,0.98998004,0.60261613,-0.8001979,-1.5102631,0.02383214,-0.25232145,-0.9794906,-1.9908997,1.6945624,-1.1637534,1.6101153,-0.54643726,-0.64141077,1.7895179,1.6854506,0.867154,1.7705996,-2.006319,-0.67397064,0.08772968,-0.38174114,-0.18840823,1.6199241,-0.9729482,-0.9915918,-1.7830011,-1.6067524,2.9087827,-1.4412261,-0.17979774,-1.3120595,-1.0873549,1.0021478,-1.6951025,0.5084451,1.7373366,0.3115287,1.0348005,0.21668664,1.68443,-0.46133265,-0.15778409,-0.07936445,0.5013106,-0.4792191,-2.4258862,-0.4379942,2.481778,-0.57812756,-0.5307458,2.4635909,1.0098052,0.49866253,-0.4226321,-1.8848267,0.79847604,-0.17549857,-0.8119038
326e4bdc-0f97-43e5-b893-034c9ffc14c5,27.197648987157976,97.83061438245187,1.1245434,0.8370526,2.248677,0.61638093,-0.33552912,-0.7213688,0.019046536,-0.3100173,2.095197,0.7543951,-0.17704825,-0.86469877,-0.9265237,-1.003023,-0.65129745,-0.69640565,0.73717153,-1.5547849,0.89295924,-0.5869835,1.9235035,-2.3779716,0.08466174,0.1459291,-0.39707592,0.7037347,-0.39717588,-0.31967384,0.7435805,-1.7088375,-0.5915861,0.49140564,0.1458303,-1.0880551,-1.670711,-1.5792344,0.5408752,0.2903879,-0.67023903,0.48301703,-1.7604777,-0.2199281,1.7858025,0.66124946,-0.08019771,1.576598,0.52455604,1.3130504,0.9317126,-0.21183757,-1.342966,-0.4256853,-0.87544084,1.9728256,-0.32941556,-0.33752045,-0.33159983,0.19438708,-0.79083693,0.6894476,-0.7133882,-1.1107099,-0.79049826,-0.50073373,1.9471935,0.11820533,-1.3370932,0.63287365,-0.6832026,0.22180505,-0.295375,-0.48486134,-0.38420525,-0.93658066,1.0219176,0.12822352,0.7747387,-0.22478342,-0.6416355,-0.9839175,1.1528845,1.0717735,-0.6637152,-0.55683523,1.1752142,0.9367368,-0.14974427,0.60364145,-0.70116645,-2.3335476,-0.58644706,0.38761094,-0.35932237,-0.50204545,-0.7613403,0.68796414,1.2771336,0.83706325,-1.0715765,0.45749962,0.9499276,-1.347473,-0.0984927,1.4914522,1.813084,0.60080653,-1.19168,0.070587166,1.7660255,0.077011056,-0.027284637,2.1357715,-0.069220625,-1.5588977,0.8175287,-0.5591795,-0.57226425,-0.40139166,-0.90942055,-2.00995,0.9722339,0.63819784,0.31958044,-1.4777335,-0.44985852,0.21736614,-1.7037047,0.80275106
b416acfc-6ed3-448a-9dde-3721c1001788,9.194366674150388,90.21224127415667,0.4221576,0.17544396,-1.1691185,0.073663354,-1.105228,-1.0560354,0.84066546,-1.0191252,2.6631675,-0.07677872,-0.4191921,-0.7941605,-1.475753,1.0676161,1.3030165,1.4780935,0.14081714,-2.0537987,-1.2610476,-1.5387638,0.87903184,2.088917,0.116613686,-0.874987,1.4080414,0.07965892,1.1025386,-0.093694076,1.2108718,-0.96860677,0.8825071,-0.079520635,2.107322,0.06767936,0.020273682,-0.45744783,0.17345753,0.9718759,-0.68372595,0.4595993,1.0818568,-0.08128373,0.51319546,-0.69838667,-0.022419063,-0.16389135,1.3803686,-1.0523314,-0.39716214,2.2868814,0.14988838,0.44208065,-2.167546,1.7716353,-0.11307862,0.6425999,-1.5321498,0.75373554,1.27765,-0.16855699,-0.4093828,-1.3069837,-0.32897475,1.2924052,-1.5733224,-1.0196624,0.8229702,-0.12182734,-0.024483606,0.044788387,-0.20447122,0.12242485,0.35667488,-0.6866198,1.2742585,-0.7442704,0.12967807,0.5901767,-0.23848194,-0.586041,-0.69070375,1.4030862,-1.1957392,0.29055738,-0.65284413,-0.54921603,0.44550502,-0.27064487,1.7018137,0.37656945,0.86439043,0.90980136,-0.26967517,0.2828,0.69672686,-0.47455478,1.044641,-1.3134317,-0.20700192,0.7374509,0.500491,-1.6534922,1.7460374,0.0010435234,-0.5815679,0.37396955,-0.8339263,-0.05671072,-1.4604889,0.5940409,-0.34770074,0.10906414,-0.7642074,-0.8281655,0.8595039,-0.13176754,0.91398877,-0.961445,-1.2677995,0.022200935,0.86194813,-0.2238659,0.23792364,0.19958124,1.3048815,-0.7547795,0.5971345,-0.6967217
63032e7d-6728-45fb-ad1b-e823cb177d39,76.29714530801996,178.40294922615948,0.66076595,-0.6717527,0.22585377,-0.26832953,-0.13871579,-0.30116996,-0.6073372,0.8528429,2.0074985,0.13695215,0.54058105,0.06855871,1.536318,0.65059894,1.4098243,-0.32529742,-1.0618736,0.9945259,1.4633877,0.9736289,1.2043649,-0.5816055,-1.8479303,-1.4664563,-0.9842486,0.6603421,0.38090137,-1.5977097,-2.3668067,0.07571181,-0.507738,0.083302975,1.0253187,1.8862493,1.456807,-0.30747083,-1.6494368,1.2566007,0.89882505,0.5425082,1.1174861,-0.23664418,0.74535686,0.30337772,0.1284771,-0.75172806,1.1972361,-0.37829554,-0.9065604,-0.21262647,0.002432972,-0.039711315,1.1316218,0.06554261,1.3605585,-1.209898,1.0768439,-1.0588503,-0.7355376,-0.81586194,1.6214823,-0.5997736,1.4941759,-0.6495214,-0.6092686,1.186722,-0.9779906,-0.7645658,0.6297254,-0.56562585,-1.1194737,1.4627848,1.3161184,1.6119465,1.2343009,-0.77447534,-0.3168467,-1.0064964,-0.109629,0.62376136,1.6763288,2.3507206,-1.3594451,-1.6160322,1.1316476,-0.7718989,2.0265718,1.2698022,0.9351451,-0.61288804,0.1229099,0.1328856,1.0890962,0.37346104,1.1843739,1.2853717,1.511513,-0.18018739,-0.3963133,-0.2725961,-0.071985975,0.3855126,-0.8329744,-0.6884932,-1.4201398,1.181624,0.090307765,-0.24369018,1.5402467,-0.12795587,-0.55458426,1.242095,0.7593606,-0.85161823,-0.2941871,-0.67183846,-0.42864308,-0.0017195053,-0.62369484,0.23369265,-1.1481429,-1.2575938,-0.37965882,-0.22541495,-0.37323472,0.2276125,-0.25473475,-0.3107724
43810177-07aa-4f55-baff-463b4014ce00,76.05325752762445,-81.99883210579476,-0.9244314,-0.31337065,1.2256277,-1.0871907,-0.17158538,-1.132281,-0.18991432,1.0868065,0.38636374,-0.989457,0.46755484,-0.015239641,1.2797155,-0.10907316,1.0726384,-0.6192711,0.22636585,-0.54115176,-0.6903584,-0.8603392,1.9419405,-0.9923537,0.97737306,-0.51392394,-2.2456858,-0.14577137,0.5078394,0.041892882,-0.08871781,1.4721678,0.99713564,0.5788822,1.6493995,0.53267753,-1.4850993,1.4880981,0.05042825,-0.44918177,0.21436176,-1.7654994,-0.85859925,-0.8253529,1.9294461,0.35440922,-0.9866333,-0.7842019,-1.0652672,-0.80165786,-1.6637732,-0.09006825,0.3345632,-0.696463,-0.34375897,0.025006961,-0.324519,-1.9286934,-0.5283194,1.9306668,-0.7358969,-1.6741906,1.1286728,1.1034887,-0.072530046,-0.5950144,-1.3538463,2.1727383,-0.5384024,-1.4951314,-0.115323514,-0.8059213,0.061522137,0.1393444,1.8018551,-0.008743337,0.13547327,0.7518365,-1.5261405,-0.5595444,1.2810909,0.7543612,1.0157443,-0.018077252,0.84440637,0.24420118,-0.11153678,1.8523228,1.0938203,0.59364325,0.4042448,1.335318,-1.0238587,-0.46715719,-1.776444,-0.30202225,0.5130614,-0.4468424,-2.8883057,-1.5433573,0.78394073,-0.14115925,1.284242,-1.2961712,0.19206154,-0.52052873,-0.095076464,-0.97508115,0.5905611,0.037429556,0.57980174,-0.62337285,-1.0463145,-0.24430977,1.1315701,-0.005563228,-0.6869346,0.51640546,-0.81968164,-0.6794662,-0.64180416,-1.0304539,1.2677631,-0.85317564,-1.0639809,1.2258089,0.44009393,0.918631,0.06767529,0.14350535
695888c6-e799-41e1-ad21-7b74d52d40ea,-15.940950642038743,-70.01257265021624,-0.62478036,-0.63543415,-0.8569483,0.33791956,-1.5467733,-0.18082282,0.25515988,0.03974942,-1.145064,-1.8095658,0.7270619,0.48525903,-0.84966147,-0.4369141,-0.1329833,-1.4353701,0.03272518,-0.57094926,-0.8383012,-0.18585329,-0.25800788,-1.3990188,0.32716185,0.22364928,0.024347095,-0.4705429,0.844359,-0.47574988,-0.31044582,-0.75674856,0.09781547,-0.011641089,-1.1445801,-0.51300055,0.69197065,-0.5841887,1.3280447,0.2867465,-1.4690436,-1.5584867,-0.8142007,1.6038326,0.122438766,-1.9100609,0.120135106,1.7050726,-1.4699018,-0.3256177,-0.28180504,0.3986522,-0.72951275,-1.3690578,0.276707,0.4003609,1.3506438,-2.50136,2.2731175,-0.67885816,0.17829163,0.22482677,-0.6262431,-1.0042717,0.63439995,-0.5910671,-0.24902025,-1.1691638,0.2954136,-1.4158463,0.77653307,-0.7225834,-0.7563266,-0.025575798,-0.3126735,1.8888066,1.2366726,1.0919662,2.0345895,1.5463442,0.27247313,-0.9232282,-1.1867939,-0.2589369,-0.9864324,-1.2998067,-0.097100765,0.9442554,-0.9948235,0.47433016,0.51598305,0.32080013,0.78945845,0.100984916,-1.908874,0.38217157,-2.7055273,0.18663612,0.99709547,0.49538463,-0.9615707,-2.3840551,-0.18821934,0.39769626,-0.1313505,-0.76606005,-0.6362762,-0.22317195,1.1390445,0.052787427,1.3980956,1.3827683,-1.3835442,1.2659347,0.27748662,1.541093,0.22280398,-1.3921807,-0.57994646,0.7794045,-0.10682118,0.05303863,-0.8724112,-1.8931241,-0.28683662,-1.2351445,0.8403712,-0.12204899,-0.767701,0.55984247
